Model,DNP11_E_weight,Base_R50,Ablated_R50,Relative_Drop,flux_share_top1,flux_share_top0p1,flux_gini,Block_Mass_Err,Median_Dist,Dist_Divergence,deg_mean,deg_p95,str_mean,str_p95,reciprocity,rich_club_1,rich_club_5,modularity_proxy
N2_Base,6.219801015414944,0.05031400000000001,0.04908200000000001,0.024486226497595177,0.261672546295478,0.15463899485701993,0.6425041456940604,0.2543726387169961,6956.0802180523215,0.4820803886558237,130.45381067333392,175.0,512.2020001724287,733.0,0.014317967595395978,0.010871355625102948,0.009383048350205384,0.7387028074592039
