Model,DNP11_E_weight,Base_R50,Ablated_R50,Relative_Drop,flux_share_top1,flux_share_top0p1,flux_gini,Block_Mass_Err,Median_Dist,Dist_Divergence,deg_mean,deg_p95,str_mean,str_p95,reciprocity,rich_club_1,rich_club_5,modularity_proxy
REAL,6.002237876568121,0.04145600000000001,0.015368000000000001,0.629293708992667,0.38812611446591355,0.2068351477689852,0.7623056501928308,0.0,13430.81062329141,0.0,134.1668206414148,308.9499999999971,522.4914434032819,1338.0,0.2785163092270635,0.10233334946991335,0.02974861550059439,1.07560591538143
