bodyId,compartment,evidence_source,neuron_type
10009,lobula,roi_field,
10012,lobula_plate,roi_field,
10015,lobula_plate,roi_field,
10016,lobula_plate,roi_field,
10023,lobula_plate,roi_field,
10025,lobula_plate,roi_field,
10027,lobula_plate,roi_field,
10029,lobula,roi_field,
10037,lobula_plate,roi_field,
10042,unknown,none,
10046,medulla,roi_field,
10050,medulla,roi_field,
10051,lobula,roi_field,
10052,lobula,roi_field,
10053,lobula,roi_field,
10060,medulla,roi_field,
10061,lobula_plate,roi_field,
10063,lobula,roi_field,
10065,unknown,none,
10066,lobula_plate,roi_field,
10067,lobula_plate,roi_field,
10068,medulla,roi_field,
10072,medulla,roi_field,
10077,lobula_plate,roi_field,
10078,medulla,roi_field,
10093,lobula_plate,roi_field,
10100,lobula,roi_field,
10102,medulla,roi_field,
10106,lobula,roi_field,
10107,medulla,roi_field,
10112,lobula_plate,roi_field,
10114,medulla,roi_field,
10121,medulla,roi_field,
10125,medulla,roi_field,
10143,medulla,roi_field,
10150,medulla,roi_field,
10170,medulla,roi_field,
10178,medulla,roi_field,
10188,lobula,roi_field,
10189,medulla,roi_field,
10190,medulla,roi_field,
10206,lobula_plate,roi_field,
10214,lobula_plate,roi_field,
10222,medulla,roi_field,
10231,lobula,roi_field,
10250,lobula,roi_field,
10255,medulla,roi_field,
10256,medulla,roi_field,
10260,unknown,none,
10264,unknown,none,
10266,lobula,roi_field,
10269,medulla,roi_field,
10272,medulla,roi_field,
10275,medulla,roi_field,
10278,medulla,roi_field,
10284,lobula_plate,roi_field,
10286,unknown,none,
10293,lobula,roi_field,
10298,medulla,roi_field,
10302,lobula,roi_field,
10303,medulla,roi_field,
10308,lobula_plate,roi_field,
10311,lobula_plate,roi_field,
10312,medulla,roi_field,
10314,medulla,roi_field,
10317,lobula_plate,roi_field,
10322,medulla,roi_field,
10327,unknown,none,
10330,medulla,roi_field,
10335,lobula,roi_field,
10337,lobula,roi_field,
10340,medulla,roi_field,
10343,medulla,roi_field,
10351,lobula,roi_field,
10352,lobula,roi_field,
10358,medulla,roi_field,
10367,medulla,roi_field,
10372,lobula,roi_field,
10387,lobula,roi_field,
10399,unknown,none,
10403,lobula_plate,roi_field,
10415,lobula,roi_field,
10428,medulla,roi_field,
10432,lobula,roi_field,
10436,lobula_plate,roi_field,
10439,lobula,roi_field,
10441,lobula_plate,roi_field,
10443,medulla,roi_field,
10451,medulla,roi_field,
10457,lobula,roi_field,
10476,lobula,roi_field,
10477,lobula,roi_field,
10480,medulla,roi_field,
10481,lobula_plate,roi_field,
10503,lobula_plate,roi_field,
10508,lobula,roi_field,
10518,medulla,roi_field,
10529,unknown,none,
10531,medulla,roi_field,
10532,medulla,roi_field,
10533,medulla,roi_field,
10541,medulla,roi_field,
10542,lobula,roi_field,
10583,lobula_plate,roi_field,
10612,medulla,roi_field,
10630,lobula_plate,roi_field,
10661,unknown,none,
10663,lobula,roi_field,
10673,unknown,none,
10675,lobula,roi_field,
10677,medulla,roi_field,
10679,lobula,roi_field,
10682,medulla,roi_field,
10687,medulla,roi_field,
10693,lobula,roi_field,
10696,medulla,roi_field,
10705,medulla,roi_field,
10723,medulla,roi_field,
10729,lobula_plate,roi_field,
10730,lobula,roi_field,
10755,lobula_plate,roi_field,
10764,lobula,roi_field,
10766,lobula_plate,roi_field,
10771,lobula,roi_field,
10787,lobula,roi_field,
10803,medulla,roi_field,
10807,medulla,roi_field,
10809,medulla,roi_field,
10818,medulla,roi_field,
10825,medulla,roi_field,
10836,lobula_plate,roi_field,
10839,medulla,roi_field,
10843,medulla,roi_field,
10845,medulla,roi_field,
10854,lobula_plate,roi_field,
10860,medulla,roi_field,
10865,lobula_plate,roi_field,
10870,medulla,roi_field,
10882,medulla,roi_field,
10891,medulla,roi_field,
10893,lobula_plate,roi_field,
10896,medulla,roi_field,
10901,medulla,roi_field,
10902,unknown,none,
10907,medulla,roi_field,
10914,lobula,roi_field,
10915,lobula_plate,roi_field,
10928,unknown,none,
10950,medulla,roi_field,
10955,unknown,none,
10956,lobula,roi_field,
10960,unknown,none,
10974,lobula,roi_field,
10995,unknown,none,
11003,lobula_plate,roi_field,
11009,lobula_plate,roi_field,
11015,medulla,roi_field,
11029,medulla,roi_field,
11031,lobula_plate,roi_field,
11046,lobula,roi_field,
11055,lobula,roi_field,
11077,lobula_plate,roi_field,
11081,medulla,roi_field,
11089,lobula_plate,roi_field,
11102,unknown,none,
11103,unknown,none,
11106,lobula,roi_field,
11113,medulla,roi_field,
11114,medulla,roi_field,
11117,lobula_plate,roi_field,
11124,lobula_plate,roi_field,
11130,medulla,roi_field,
11134,lobula_plate,roi_field,
11146,medulla,roi_field,
11152,lobula,roi_field,
11153,lobula,roi_field,
11155,lobula,roi_field,
11157,lobula,roi_field,
11161,lobula,roi_field,
11169,lobula_plate,roi_field,
11180,lobula,roi_field,
11188,medulla,roi_field,
11202,medulla,roi_field,
11212,medulla,roi_field,
11214,lobula,roi_field,
11217,lobula,roi_field,
11220,unknown,none,
11254,lobula,roi_field,
11260,medulla,roi_field,
11264,lobula,roi_field,
11266,unknown,none,
11279,unknown,none,
11291,lobula,roi_field,
11293,lobula_plate,roi_field,
11296,medulla,roi_field,
11312,medulla,roi_field,
11319,lobula,roi_field,
11335,lobula,roi_field,
11337,unknown,none,
11341,unknown,none,
11344,medulla,roi_field,
11346,lobula_plate,roi_field,
11368,medulla,roi_field,
11369,medulla,roi_field,
11372,lobula,roi_field,
11375,medulla,roi_field,
11384,medulla,roi_field,
11385,medulla,roi_field,
11394,lobula,roi_field,
11396,medulla,roi_field,
11401,unknown,none,
11406,lobula,roi_field,
11435,lobula,roi_field,
11446,medulla,roi_field,
11454,lobula,roi_field,
11463,lobula,roi_field,
11473,lobula,roi_field,
11485,lobula,roi_field,
11507,unknown,none,
11522,lobula,roi_field,
11551,lobula_plate,roi_field,
11579,lobula,roi_field,
11586,lobula,roi_field,
11595,medulla,roi_field,
11602,lobula,roi_field,
11609,lobula_plate,roi_field,
11628,lobula,roi_field,
11641,lobula_plate,roi_field,
11658,lobula,roi_field,
11665,lobula,roi_field,
11669,medulla,roi_field,
11670,lobula,roi_field,
11684,medulla,roi_field,
11689,lobula,roi_field,
11690,medulla,roi_field,
11696,lobula_plate,roi_field,
11715,medulla,roi_field,
11716,medulla,roi_field,
11719,unknown,none,
11762,unknown,none,
11769,lobula,roi_field,
11773,medulla,roi_field,
11802,lobula,roi_field,
11806,lobula,roi_field,
11807,medulla,roi_field,
11812,lobula,roi_field,
11842,medulla,roi_field,
11843,lobula,roi_field,
11852,medulla,roi_field,
11853,medulla,roi_field,
11855,medulla,roi_field,
11858,medulla,roi_field,
11887,lobula,roi_field,
11901,lobula,roi_field,
11905,unknown,none,
11907,lobula,roi_field,
11911,lobula,roi_field,
11918,medulla,roi_field,
11926,lobula,roi_field,
11939,medulla,roi_field,
11947,medulla,roi_field,
11953,lobula,roi_field,
11981,lobula,roi_field,
11999,medulla,roi_field,
12011,medulla,roi_field,
12013,medulla,roi_field,
12021,medulla,roi_field,
12047,medulla,roi_field,
12048,medulla,roi_field,
12067,lobula,roi_field,
12070,medulla,roi_field,
12078,medulla,roi_field,
12087,medulla,roi_field,
12094,lobula,roi_field,
12099,medulla,roi_field,
12105,medulla,roi_field,
12112,medulla,roi_field,
12140,lobula,roi_field,
12145,lobula,roi_field,
12149,medulla,roi_field,
12153,unknown,none,
12172,medulla,roi_field,
12174,lobula,roi_field,
12181,unknown,none,
12193,medulla,roi_field,
12200,medulla,roi_field,
12202,lobula,roi_field,
12204,medulla,roi_field,
12211,unknown,none,
12235,medulla,roi_field,
12236,lobula,roi_field,
12240,medulla,roi_field,
12254,lobula,roi_field,
12295,lobula,roi_field,
12328,lobula_plate,roi_field,
12382,medulla,roi_field,
12398,medulla,roi_field,
12415,lobula,roi_field,
12416,medulla,roi_field,
12423,unknown,none,
12428,medulla,roi_field,
12436,medulla,roi_field,
12439,lobula,roi_field,
12440,medulla,roi_field,
12456,medulla,roi_field,
12468,lobula,roi_field,
12472,unknown,none,
12475,lobula,roi_field,
12505,lobula,roi_field,
12517,unknown,none,
12521,lobula_plate,roi_field,
12528,medulla,roi_field,
12538,medulla,roi_field,
12540,medulla,roi_field,
12586,lobula,roi_field,
12591,medulla,roi_field,
12629,unknown,none,
12630,medulla,roi_field,
12632,medulla,roi_field,
12638,lobula,roi_field,
12639,medulla,roi_field,
12640,medulla,roi_field,
12643,medulla,roi_field,
12650,unknown,none,
12662,medulla,roi_field,
12686,lobula,roi_field,
12688,lobula,roi_field,
12696,unknown,none,
12697,medulla,roi_field,
12704,medulla,roi_field,
12712,lobula,roi_field,
12713,medulla,roi_field,
12718,medulla,roi_field,
12719,medulla,roi_field,
12727,medulla,roi_field,
12737,unknown,none,
12740,medulla,roi_field,
12748,medulla,roi_field,
12760,medulla,roi_field,
12764,medulla,roi_field,
12795,unknown,none,
12799,medulla,roi_field,
12805,medulla,roi_field,
12817,unknown,none,
12823,medulla,roi_field,
12861,medulla,roi_field,
12863,medulla,roi_field,
12872,medulla,roi_field,
12884,medulla,roi_field,
12912,lobula,roi_field,
12916,unknown,none,
12927,medulla,roi_field,
12931,lobula,roi_field,
12947,unknown,none,
12956,medulla,roi_field,
12957,lobula,roi_field,
12970,medulla,roi_field,
12971,medulla,roi_field,
12973,lobula_plate,roi_field,
12979,lobula,roi_field,
12986,medulla,roi_field,
12987,lobula,roi_field,
12989,unknown,none,
13039,medulla,roi_field,
13040,medulla,roi_field,
13051,lobula,roi_field,
13076,medulla,roi_field,
13080,unknown,none,
13090,lobula,roi_field,
13113,medulla,roi_field,
13120,medulla,roi_field,
13174,medulla,roi_field,
13190,medulla,roi_field,
13196,lobula,roi_field,
13200,unknown,none,
13211,lobula_plate,roi_field,
13214,medulla,roi_field,
13260,medulla,roi_field,
13265,medulla,roi_field,
13285,medulla,roi_field,
13298,medulla,roi_field,
13326,lobula,roi_field,
13328,medulla,roi_field,
13333,lobula_plate,roi_field,
13362,medulla,roi_field,
13376,lobula,roi_field,
13387,unknown,none,
13405,unknown,none,
13447,medulla,roi_field,
13457,lobula,roi_field,
13462,medulla,roi_field,
13473,lobula,roi_field,
13494,medulla,roi_field,
13497,lobula,roi_field,
13506,medulla,roi_field,
13511,medulla,roi_field,
13530,medulla,roi_field,
13532,lobula_plate,roi_field,
13547,medulla,roi_field,
13563,unknown,none,
13565,medulla,roi_field,
13569,medulla,roi_field,
13574,unknown,none,
13588,lobula,roi_field,
13594,medulla,roi_field,
13617,medulla,roi_field,
13623,medulla,roi_field,
13634,medulla,roi_field,
13663,medulla,roi_field,
13671,medulla,roi_field,
13673,lobula,roi_field,
13675,medulla,roi_field,
13678,medulla,roi_field,
13679,medulla,roi_field,
13707,lobula,roi_field,
13715,unknown,none,
13727,lobula,roi_field,
13736,lobula,roi_field,
13756,unknown,none,
13776,medulla,roi_field,
13796,medulla,roi_field,
13797,lobula,roi_field,
13802,medulla,roi_field,
13808,lobula_plate,roi_field,
13809,unknown,none,
13830,lobula,roi_field,
13838,medulla,roi_field,
13842,lobula_plate,roi_field,
13847,medulla,roi_field,
13849,lobula,roi_field,
13850,lobula,roi_field,
13869,medulla,roi_field,
13874,lobula,roi_field,
13881,lobula,roi_field,
13912,medulla,roi_field,
13926,medulla,roi_field,
13931,medulla,roi_field,
13933,medulla,roi_field,
13938,lobula,roi_field,
13941,lobula,roi_field,
13957,medulla,roi_field,
13965,medulla,roi_field,
13982,medulla,roi_field,
13991,unknown,none,
13997,lobula,roi_field,
14002,lobula,roi_field,
14006,lobula_plate,roi_field,
14027,lobula,roi_field,
14028,medulla,roi_field,
14079,medulla,roi_field,
14080,medulla,roi_field,
14083,lobula_plate,roi_field,
14104,medulla,roi_field,
14107,medulla,roi_field,
14118,lobula,roi_field,
14129,medulla,roi_field,
14142,medulla,roi_field,
14179,lobula,roi_field,
14197,medulla,roi_field,
14198,medulla,roi_field,
14199,lobula,roi_field,
14207,medulla,roi_field,
14233,lobula,roi_field,
14245,medulla,roi_field,
14258,medulla,roi_field,
14287,unknown,none,
14299,medulla,roi_field,
14300,medulla,roi_field,
14304,unknown,none,
14311,unknown,none,
14325,medulla,roi_field,
14356,medulla,roi_field,
14370,lobula,roi_field,
14374,medulla,roi_field,
14380,medulla,roi_field,
14416,lobula_plate,roi_field,
14422,medulla,roi_field,
14443,medulla,roi_field,
14459,lobula,roi_field,
14462,lobula,roi_field,
14463,unknown,none,
14465,lobula_plate,roi_field,
14479,lobula,roi_field,
14485,lobula,roi_field,
14499,medulla,roi_field,
14512,lobula,roi_field,
14528,lobula,roi_field,
14531,medulla,roi_field,
14544,medulla,roi_field,
14550,unknown,none,
14571,lobula_plate,roi_field,
14581,lobula,roi_field,
14586,lobula,roi_field,
14595,medulla,roi_field,
14599,medulla,roi_field,
14613,medulla,roi_field,
14636,medulla,roi_field,
14638,medulla,roi_field,
14645,medulla,roi_field,
14646,medulla,roi_field,
14647,lobula_plate,roi_field,
14650,medulla,roi_field,
14654,unknown,none,
14671,lobula,roi_field,
14676,medulla,roi_field,
14694,lobula,roi_field,
14697,lobula,roi_field,
14706,lobula,roi_field,
14709,lobula,roi_field,
14754,medulla,roi_field,
14759,medulla,roi_field,
14778,medulla,roi_field,
14779,unknown,none,
14800,medulla,roi_field,
14812,medulla,roi_field,
14819,lobula,roi_field,
14822,medulla,roi_field,
14823,lobula,roi_field,
14848,lobula_plate,roi_field,
14867,lobula,roi_field,
14872,medulla,roi_field,
14878,medulla,roi_field,
14879,lobula,roi_field,
14882,medulla,roi_field,
14886,lobula,roi_field,
14898,medulla,roi_field,
14903,lobula,roi_field,
14908,unknown,none,
14919,medulla,roi_field,
14927,medulla,roi_field,
14929,medulla,roi_field,
14945,medulla,roi_field,
14947,medulla,roi_field,
14977,medulla,roi_field,
15000,medulla,roi_field,
15007,medulla,roi_field,
15021,medulla,roi_field,
15025,medulla,roi_field,
15029,medulla,roi_field,
15042,lobula,roi_field,
15057,lobula,roi_field,
15069,medulla,roi_field,
15073,medulla,roi_field,
15074,lobula,roi_field,
15094,medulla,roi_field,
15095,medulla,roi_field,
15109,lobula,roi_field,
15110,medulla,roi_field,
15112,medulla,roi_field,
15116,medulla,roi_field,
15127,medulla,roi_field,
15150,lobula,roi_field,
15152,medulla,roi_field,
15159,medulla,roi_field,
15166,medulla,roi_field,
15194,lobula,roi_field,
15213,medulla,roi_field,
15219,medulla,roi_field,
15243,medulla,roi_field,
15248,medulla,roi_field,
15257,unknown,none,
15264,lobula,roi_field,
15268,medulla,roi_field,
15273,unknown,none,
15281,lobula,roi_field,
15307,medulla,roi_field,
15308,medulla,roi_field,
15319,lobula,roi_field,
15334,medulla,roi_field,
15343,lobula,roi_field,
15348,lobula,roi_field,
15363,lobula,roi_field,
15366,medulla,roi_field,
15367,lobula,roi_field,
15368,medulla,roi_field,
15371,lobula_plate,roi_field,
15377,medulla,roi_field,
15392,medulla,roi_field,
15400,lobula,roi_field,
15402,lobula,roi_field,
15412,medulla,roi_field,
15422,lobula_plate,roi_field,
15440,lobula,roi_field,
15447,medulla,roi_field,
15460,medulla,roi_field,
15468,lobula,roi_field,
15494,medulla,roi_field,
15497,lobula,roi_field,
15499,unknown,none,
15510,medulla,roi_field,
15512,unknown,none,
15514,lobula,roi_field,
15545,unknown,none,
15562,medulla,roi_field,
15570,unknown,none,
15576,lobula,roi_field,
15581,lobula,roi_field,
15584,lobula,roi_field,
15586,lobula,roi_field,
15589,medulla,roi_field,
15593,lobula,roi_field,
15606,unknown,none,
15608,medulla,roi_field,
15635,lobula,roi_field,
15642,lobula,roi_field,
15644,medulla,roi_field,
15656,medulla,roi_field,
15661,medulla,roi_field,
15670,medulla,roi_field,
15680,medulla,roi_field,
15688,lobula,roi_field,
15716,lobula,roi_field,
15719,medulla,roi_field,
15737,lobula,roi_field,
15741,medulla,roi_field,
15743,lobula_plate,roi_field,
15745,lobula_plate,roi_field,
15750,medulla,roi_field,
15752,medulla,roi_field,
15761,lobula,roi_field,
15770,medulla,roi_field,
15771,lobula,roi_field,
15790,medulla,roi_field,
15814,lobula,roi_field,
15826,medulla,roi_field,
15829,lobula,roi_field,
15832,unknown,none,
15838,medulla,roi_field,
15853,medulla,roi_field,
15858,medulla,roi_field,
15863,lobula,roi_field,
15868,medulla,roi_field,
15870,medulla,roi_field,
15891,medulla,roi_field,
15892,medulla,roi_field,
15898,unknown,none,
15908,lobula,roi_field,
15909,lobula,roi_field,
15910,medulla,roi_field,
15925,medulla,roi_field,
15943,lobula,roi_field,
15964,unknown,none,
15980,unknown,none,
15987,lobula,roi_field,
16002,medulla,roi_field,
16004,medulla,roi_field,
16007,lobula,roi_field,
16031,unknown,none,
16033,lobula,roi_field,
16034,medulla,roi_field,
16051,unknown,none,
16064,lobula,roi_field,
16066,lobula_plate,roi_field,
16069,medulla,roi_field,
16106,medulla,roi_field,
16117,medulla,roi_field,
16128,lobula,roi_field,
16137,lobula,roi_field,
16138,lobula,roi_field,
16140,lobula,roi_field,
16152,unknown,none,
16153,lobula,roi_field,
16154,lobula,roi_field,
16157,medulla,roi_field,
16170,medulla,roi_field,
16184,medulla,roi_field,
16195,lobula,roi_field,
16209,unknown,none,
16213,medulla,roi_field,
16218,lobula,roi_field,
16229,medulla,roi_field,
16237,medulla,roi_field,
16253,medulla,roi_field,
16258,unknown,none,
16260,lobula,roi_field,
16271,medulla,roi_field,
16273,unknown,none,
16284,lobula,roi_field,
16286,lobula_plate,roi_field,
16289,unknown,none,
16291,lobula,roi_field,
16316,lobula,roi_field,
16323,lobula,roi_field,
16325,lobula,roi_field,
16333,medulla,roi_field,
16346,unknown,none,
16354,medulla,roi_field,
16355,medulla,roi_field,
16363,unknown,none,
16366,lobula,roi_field,
16367,medulla,roi_field,
16373,lobula,roi_field,
16375,medulla,roi_field,
16388,medulla,roi_field,
16390,lobula,roi_field,
16396,lobula,roi_field,
16413,medulla,roi_field,
16415,lobula,roi_field,
16429,lobula,roi_field,
16432,unknown,none,
16435,lobula,roi_field,
16461,unknown,none,
16465,medulla,roi_field,
16468,lobula_plate,roi_field,
16469,lobula,roi_field,
16474,lobula,roi_field,
16478,medulla,roi_field,
16512,medulla,roi_field,
16514,medulla,roi_field,
16538,medulla,roi_field,
16545,lobula,roi_field,
16549,lobula,roi_field,
16552,unknown,none,
16570,lobula_plate,roi_field,
16572,medulla,roi_field,
16574,medulla,roi_field,
16576,unknown,none,
16587,medulla,roi_field,
16588,unknown,none,
16590,lobula,roi_field,
16597,medulla,roi_field,
16600,medulla,roi_field,
16602,lobula,roi_field,
16606,lobula_plate,roi_field,
16609,lobula,roi_field,
16611,lobula,roi_field,
16618,lobula,roi_field,
16628,lobula,roi_field,
16633,lobula,roi_field,
16643,medulla,roi_field,
16645,medulla,roi_field,
16649,unknown,none,
16652,medulla,roi_field,
16653,medulla,roi_field,
16664,medulla,roi_field,
16670,lobula_plate,roi_field,
16674,medulla,roi_field,
16678,medulla,roi_field,
16683,medulla,roi_field,
16689,medulla,roi_field,
16717,lobula,roi_field,
16726,medulla,roi_field,
16740,unknown,none,
16743,medulla,roi_field,
16748,lobula,roi_field,
16755,medulla,roi_field,
16760,medulla,roi_field,
16761,medulla,roi_field,
16770,medulla,roi_field,
16777,medulla,roi_field,
16792,medulla,roi_field,
16819,lobula_plate,roi_field,
16826,lobula,roi_field,
16832,unknown,none,
16837,lobula,roi_field,
16859,lobula,roi_field,
16861,lobula,roi_field,
16865,medulla,roi_field,
16866,lobula,roi_field,
16875,lobula_plate,roi_field,
16876,lobula,roi_field,
16880,lobula,roi_field,
16890,medulla,roi_field,
16896,medulla,roi_field,
16903,unknown,none,
16912,unknown,none,
16936,lobula_plate,roi_field,
16940,medulla,roi_field,
16948,medulla,roi_field,
16955,medulla,roi_field,
16975,lobula,roi_field,
16991,medulla,roi_field,
16996,lobula,roi_field,
16997,unknown,none,
17004,lobula,roi_field,
17007,unknown,none,
17010,lobula,roi_field,
17015,medulla,roi_field,
17028,lobula,roi_field,
17036,unknown,none,
17037,medulla,roi_field,
17039,medulla,roi_field,
17054,lobula,roi_field,
17083,unknown,none,
17086,medulla,roi_field,
17091,medulla,roi_field,
17092,unknown,none,
17106,medulla,roi_field,
17115,medulla,roi_field,
17118,medulla,roi_field,
17123,medulla,roi_field,
17132,lobula,roi_field,
17135,lobula_plate,roi_field,
17136,medulla,roi_field,
17145,medulla,roi_field,
17148,lobula,roi_field,
17149,medulla,roi_field,
17151,medulla,roi_field,
17167,medulla,roi_field,
17172,medulla,roi_field,
17180,unknown,none,
17185,medulla,roi_field,
17202,medulla,roi_field,
17207,medulla,roi_field,
17212,unknown,none,
17218,medulla,roi_field,
17226,medulla,roi_field,
17235,medulla,roi_field,
17239,medulla,roi_field,
17245,medulla,roi_field,
17256,lobula,roi_field,
17257,unknown,none,
17260,unknown,none,
17266,lobula,roi_field,
17267,lobula,roi_field,
17271,medulla,roi_field,
17274,medulla,roi_field,
17276,medulla,roi_field,
17280,lobula,roi_field,
17289,lobula,roi_field,
17295,medulla,roi_field,
17300,unknown,none,
17301,medulla,roi_field,
17302,lobula,roi_field,
17307,lobula,roi_field,
17329,medulla,roi_field,
17336,unknown,none,
17345,medulla,roi_field,
17354,medulla,roi_field,
17364,lobula,roi_field,
17394,medulla,roi_field,
17399,lobula,roi_field,
17405,medulla,roi_field,
17418,medulla,roi_field,
17424,lobula,roi_field,
17429,medulla,roi_field,
17444,unknown,none,
17475,medulla,roi_field,
17515,lobula,roi_field,
17534,lobula,roi_field,
17538,medulla,roi_field,
17541,medulla,roi_field,
17543,unknown,none,
17548,lobula,roi_field,
17551,lobula,roi_field,
17576,lobula,roi_field,
17586,lobula,roi_field,
17595,lobula,roi_field,
17598,medulla,roi_field,
17599,medulla,roi_field,
17605,lobula_plate,roi_field,
17610,lobula,roi_field,
17611,lobula,roi_field,
17627,medulla,roi_field,
17630,unknown,none,
17632,medulla,roi_field,
17636,medulla,roi_field,
17646,medulla,roi_field,
17647,medulla,roi_field,
17656,lobula,roi_field,
17658,lobula,roi_field,
17663,medulla,roi_field,
17664,medulla,roi_field,
17668,lobula,roi_field,
17677,lobula,roi_field,
17686,medulla,roi_field,
17694,medulla,roi_field,
17699,lobula,roi_field,
17755,medulla,roi_field,
17786,lobula,roi_field,
17799,medulla,roi_field,
17806,medulla,roi_field,
17831,lobula,roi_field,
17834,medulla,roi_field,
17850,unknown,none,
17856,medulla,roi_field,
17860,lobula,roi_field,
17861,medulla,roi_field,
17864,lobula,roi_field,
17870,medulla,roi_field,
17871,medulla,roi_field,
17879,lobula,roi_field,
17883,medulla,roi_field,
17884,medulla,roi_field,
17891,medulla,roi_field,
17892,medulla,roi_field,
17913,medulla,roi_field,
17926,lobula,roi_field,
17942,medulla,roi_field,
17944,lobula_plate,roi_field,
17945,lobula,roi_field,
17947,medulla,roi_field,
17951,medulla,roi_field,
17954,medulla,roi_field,
17961,lobula_plate,roi_field,
17966,medulla,roi_field,
17975,medulla,roi_field,
17978,lobula,roi_field,
17985,lobula,roi_field,
17987,lobula,roi_field,
17996,unknown,none,
17999,medulla,roi_field,
18001,lobula,roi_field,
18006,medulla,roi_field,
18009,medulla,roi_field,
18029,medulla,roi_field,
18042,medulla,roi_field,
18070,unknown,none,
18077,lobula,roi_field,
18079,lobula,roi_field,
18086,unknown,none,
18088,medulla,roi_field,
18118,medulla,roi_field,
18123,medulla,roi_field,
18127,lobula,roi_field,
18132,medulla,roi_field,
18158,medulla,roi_field,
18162,medulla,roi_field,
18176,medulla,roi_field,
18180,medulla,roi_field,
18189,lobula,roi_field,
18191,medulla,roi_field,
18194,lobula_plate,roi_field,
18201,lobula,roi_field,
18207,lobula,roi_field,
18216,medulla,roi_field,
18226,medulla,roi_field,
18227,lobula,roi_field,
18228,medulla,roi_field,
18230,medulla,roi_field,
18244,medulla,roi_field,
18246,lobula,roi_field,
18251,medulla,roi_field,
18261,medulla,roi_field,
18266,medulla,roi_field,
18282,lobula,roi_field,
18284,medulla,roi_field,
18300,medulla,roi_field,
18308,medulla,roi_field,
18311,medulla,roi_field,
18314,lobula,roi_field,
18315,medulla,roi_field,
18318,medulla,roi_field,
18319,lobula,roi_field,
18322,medulla,roi_field,
18326,lobula,roi_field,
18330,medulla,roi_field,
18336,lobula,roi_field,
18344,medulla,roi_field,
18349,unknown,none,
18350,medulla,roi_field,
18352,medulla,roi_field,
18363,medulla,roi_field,
18372,medulla,roi_field,
18383,lobula,roi_field,
18384,lobula,roi_field,
18391,medulla,roi_field,
18395,lobula,roi_field,
18407,medulla,roi_field,
18410,medulla,roi_field,
18411,unknown,none,
18412,medulla,roi_field,
18420,lobula,roi_field,
18428,lobula,roi_field,
18452,lobula,roi_field,
18454,medulla,roi_field,
18456,medulla,roi_field,
18462,medulla,roi_field,
18464,lobula,roi_field,
18467,medulla,roi_field,
18469,unknown,none,
18470,medulla,roi_field,
18496,medulla,roi_field,
18507,lobula,roi_field,
18509,medulla,roi_field,
18523,medulla,roi_field,
18530,medulla,roi_field,
18531,medulla,roi_field,
18540,lobula,roi_field,
18541,medulla,roi_field,
18544,medulla,roi_field,
18564,medulla,roi_field,
18566,unknown,none,
18579,medulla,roi_field,
18588,medulla,roi_field,
18595,medulla,roi_field,
18605,lobula,roi_field,
18614,medulla,roi_field,
18618,medulla,roi_field,
18629,medulla,roi_field,
18630,lobula,roi_field,
18631,lobula,roi_field,
18632,lobula,roi_field,
18635,lobula,roi_field,
18648,unknown,none,
18649,unknown,none,
18653,medulla,roi_field,
18661,lobula,roi_field,
18669,medulla,roi_field,
18672,lobula_plate,roi_field,
18673,lobula,roi_field,
18675,medulla,roi_field,
18676,medulla,roi_field,
18682,medulla,roi_field,
18683,lobula,roi_field,
18686,medulla,roi_field,
18689,medulla,roi_field,
18691,medulla,roi_field,
18700,medulla,roi_field,
18701,medulla,roi_field,
18703,unknown,none,
18710,lobula,roi_field,
18712,medulla,roi_field,
18735,medulla,roi_field,
18740,medulla,roi_field,
18742,lobula,roi_field,
18743,medulla,roi_field,
18746,lobula,roi_field,
18748,medulla,roi_field,
18750,medulla,roi_field,
18763,lobula_plate,roi_field,
18771,medulla,roi_field,
18774,lobula,roi_field,
18781,unknown,none,
18809,lobula,roi_field,
18818,medulla,roi_field,
18819,lobula,roi_field,
18833,medulla,roi_field,
18852,medulla,roi_field,
18858,medulla,roi_field,
18879,lobula,roi_field,
18883,lobula_plate,roi_field,
18895,lobula,roi_field,
18915,medulla,roi_field,
18929,lobula_plate,roi_field,
18931,lobula,roi_field,
18935,unknown,none,
18942,lobula,roi_field,
18943,lobula,roi_field,
18944,medulla,roi_field,
18950,medulla,roi_field,
18953,medulla,roi_field,
18961,medulla,roi_field,
18963,medulla,roi_field,
18968,unknown,none,
18970,lobula,roi_field,
18971,unknown,none,
18985,medulla,roi_field,
18991,unknown,none,
19003,medulla,roi_field,
19005,medulla,roi_field,
19006,lobula,roi_field,
19022,medulla,roi_field,
19034,lobula_plate,roi_field,
19050,lobula,roi_field,
19061,lobula,roi_field,
19070,medulla,roi_field,
19076,medulla,roi_field,
19078,medulla,roi_field,
19093,lobula_plate,roi_field,
19099,medulla,roi_field,
19109,unknown,none,
19110,medulla,roi_field,
19111,medulla,roi_field,
19114,lobula,roi_field,
19116,medulla,roi_field,
19122,lobula,roi_field,
19123,medulla,roi_field,
19127,unknown,none,
19129,unknown,none,
19131,medulla,roi_field,
19146,lobula_plate,roi_field,
19156,medulla,roi_field,
19157,unknown,none,
19160,lobula,roi_field,
19166,medulla,roi_field,
19174,unknown,none,
19178,medulla,roi_field,
19191,medulla,roi_field,
19202,lobula,roi_field,
19204,medulla,roi_field,
19210,lobula,roi_field,
19212,unknown,none,
