bodyId,compartment,evidence_source,neuron_type
52628,medulla,roi_field,
52633,medulla,roi_field,
52634,medulla,roi_field,
52638,medulla,roi_field,
52642,medulla,roi_field,
52643,lobula,roi_field,
52644,lobula,roi_field,
52648,lobula,roi_field,
52650,medulla,roi_field,
52651,medulla,roi_field,
52658,medulla,roi_field,
52659,medulla,roi_field,
52660,medulla,roi_field,
52663,medulla,roi_field,
52667,medulla,roi_field,
52669,lobula,roi_field,
52675,medulla,roi_field,
52677,medulla,roi_field,
52678,medulla,roi_field,
52679,medulla,roi_field,
52681,medulla,roi_field,
52682,unknown,none,
52683,medulla,roi_field,
52687,medulla,roi_field,
52688,lobula,roi_field,
52699,medulla,roi_field,
52700,lobula_plate,roi_field,
52702,unknown,none,
52707,medulla,roi_field,
52709,medulla,roi_field,
52711,medulla,roi_field,
52712,medulla,roi_field,
52715,medulla,roi_field,
52720,medulla,roi_field,
52725,medulla,roi_field,
52727,medulla,roi_field,
52729,medulla,roi_field,
52736,medulla,roi_field,
52737,lobula,roi_field,
52738,lobula,roi_field,
52741,lobula,roi_field,
52743,medulla,roi_field,
52745,medulla,roi_field,
52746,lobula_plate,roi_field,
52754,lobula_plate,roi_field,
52759,medulla,roi_field,
52760,medulla,roi_field,
52761,medulla,roi_field,
52763,lobula,roi_field,
52767,medulla,roi_field,
52774,lobula_plate,roi_field,
52777,medulla,roi_field,
52781,medulla,roi_field,
52783,lobula,roi_field,
52786,lobula,roi_field,
52788,medulla,roi_field,
52792,medulla,roi_field,
52796,lobula,roi_field,
52797,medulla,roi_field,
52799,medulla,roi_field,
52800,medulla,roi_field,
52802,lobula,roi_field,
52803,medulla,roi_field,
52804,medulla,roi_field,
52807,lobula,roi_field,
52808,lobula,roi_field,
52812,medulla,roi_field,
52813,medulla,roi_field,
52819,medulla,roi_field,
52820,medulla,roi_field,
52821,medulla,roi_field,
52822,medulla,roi_field,
52826,medulla,roi_field,
52830,medulla,roi_field,
52836,lobula_plate,roi_field,
52841,medulla,roi_field,
52842,medulla,roi_field,
52843,lobula,roi_field,
52844,medulla,roi_field,
52848,medulla,roi_field,
52849,medulla,roi_field,
52850,lobula_plate,roi_field,
52851,medulla,roi_field,
52853,lobula,roi_field,
52859,medulla,roi_field,
